epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
11,1735.29,0.39711,0.3347,0.01144,0.01404,0.96518,0.9821,0.98985,0.97627,0.21368,0.18064,0.01378,0.00368,0.00112625,0.00112625,0.00112625
12,1892.97,0.38874,0.31506,0.01094,0.01282,0.97039,0.98509,0.9917,0.97654,0.21402,0.15792,0.01282,0.00615,0.00111388,0.00111388,0.00111388
13,2053.53,0.39072,0.31816,0.01033,0.01401,0.97619,0.97529,0.99176,0.97845,0.21052,0.153,0.01285,0.00661,0.0011015,0.0011015,0.0011015
14,2213.94,0.38992,0.30474,0.0106,0.01317,0.98654,0.9881,0.99234,0.97986,0.20042,0.13458,0.0129,0.00527,0.00108913,0.00108913,0.00108913
15,2373.2,0.3857,0.2895,0.01071,0.0136,0.97749,0.97845,0.99142,0.97896,0.2006,0.13449,0.01329,0.00326,0.00107675,0.00107675,0.00107675
16,2532.71,0.37524,0.28289,0.01086,0.01192,0.97684,0.99095,0.99209,0.97709,0.20259,0.1251,0.01293,0.00595,0.00106437,0.00106437,0.00106437
17,2692.01,0.36997,0.27995,0.01029,0.01231,0.98434,0.98164,0.99008,0.97979,0.19824,0.1328,0.01274,0.00605,0.001052,0.001052,0.001052
18,2851.03,0.36507,0.2614,0.0104,0.00991,0.97731,0.9858,0.99205,0.98214,0.19091,0.1249,0.0125,0.0036,0.00103962,0.00103962,0.00103962
19,3009.69,0.3549,0.25152,0.01001,0.01044,0.98693,0.98782,0.9924,0.98228,0.19338,0.11976,0.01242,0.00279,0.00102725,0.00102725,0.00102725
20,3168.38,0.35078,0.24858,0.01002,0.00943,0.97628,0.99477,0.99221,0.98213,0.19156,0.11692,0.01243,0.003,0.00101488,0.00101488,0.00101488
21,3328.51,0.35112,0.23789,0.01,0.00894,0.98705,0.98435,0.99227,0.98346,0.1861,0.1143,0.01229,0.00289,0.0010025,0.0010025,0.0010025
22,3488.15,0.35687,0.23785,0.01019,0.01074,0.98825,0.98322,0.99278,0.98517,0.18366,0.12365,0.01355,0.00494,0.000990125,0.000990125,0.000990125
23,3646.67,0.35995,0.24185,0.01128,0.01301,0.99195,0.97435,0.991,0.97339,0.21536,0.12623,0.01674,0.01813,0.00097775,0.00097775,0.00097775
24,3804.37,0.36793,0.24362,0.01163,0.01663,0.98013,0.98848,0.99123,0.97825,0.20115,0.11413,0.01584,0.00824,0.000965375,0.000965375,0.000965375
25,3964.33,0.38289,0.26076,0.01205,0.01694,0.98161,0.98017,0.9915,0.97053,0.22456,0.13136,0.01365,0.01366,0.000953,0.000953,0.000953
26,4124.13,0.37094,0.24317,0.01089,0.01469,0.99056,0.98998,0.99313,0.97658,0.21174,0.11237,0.01333,0.00652,0.000940625,0.000940625,0.000940625
27,4283.82,0.35856,0.23437,0.01077,0.01273,0.97063,0.98734,0.99144,0.97781,0.19384,0.12091,0.01324,0.00771,0.00092825,0.00092825,0.00092825
28,4443.29,0.35817,0.2403,0.0108,0.01392,0.9849,0.97916,0.99033,0.97576,0.20366,0.11739,0.01326,0.00748,0.000915875,0.000915875,0.000915875
29,4603.48,0.36027,0.23334,0.01083,0.01296,0.98854,0.98461,0.99069,0.97891,0.20143,0.11278,0.01328,0.00344,0.0009035,0.0009035,0.0009035
30,4761.94,0.35408,0.22956,0.01135,0.01332,0.98886,0.9839,0.99189,0.98016,0.19623,0.10083,0.01343,0.00589,0.000891125,0.000891125,0.000891125
31,4920.69,0.35577,0.23264,0.01123,0.01334,0.98773,0.98199,0.9912,0.97727,0.19583,0.10802,0.01348,0.01026,0.00087875,0.00087875,0.00087875
32,5080.64,0.34907,0.22681,0.01104,0.01282,0.97835,0.98826,0.99247,0.9804,0.18904,0.10917,0.01344,0.00563,0.000866375,0.000866375,0.000866375
33,5237.83,0.34074,0.22274,0.01079,0.01096,0.98148,0.98894,0.9907,0.97976,0.18098,0.10468,0.01278,0.00368,0.000854,0.000854,0.000854
34,5395.81,0.33604,0.21148,0.01064,0.01024,0.98968,0.98913,0.99082,0.98161,0.18295,0.10042,0.01322,0.00441,0.000841625,0.000841625,0.000841625
35,5554.98,0.34098,0.21752,0.01075,0.01057,0.98693,0.99044,0.99258,0.98252,0.18254,0.09801,0.01314,0.00466,0.00082925,0.00082925,0.00082925
36,5713.68,0.34935,0.2298,0.01105,0.01175,0.99339,0.99133,0.99095,0.97801,0.20019,0.10137,0.01358,0.00376,0.000816875,0.000816875,0.000816875
37,5871.74,0.33738,0.21403,0.01102,0.00945,0.99275,0.99314,0.99206,0.98152,0.18832,0.08574,0.01387,0.00505,0.0008045,0.0008045,0.0008045
38,6028.83,0.33475,0.21172,0.01089,0.0104,0.98577,0.98993,0.9918,0.97941,0.18653,0.10345,0.0136,0.00419,0.000792125,0.000792125,0.000792125
39,6187.64,0.33476,0.20972,0.011,0.0099,0.98685,0.98348,0.99068,0.98119,0.18502,0.10894,0.01367,0.00321,0.00077975,0.00077975,0.00077975
40,6349.44,0.33145,0.20577,0.01115,0.00877,0.99062,0.98549,0.99083,0.98233,0.17309,0.09514,0.01315,0.00294,0.000767375,0.000767375,0.000767375
41,6520.23,0.3254,0.20226,0.01043,0.00862,0.99452,0.9884,0.99298,0.98516,0.17473,0.09565,0.01362,0.00275,0.000755,0.000755,0.000755
42,6680.56,0.32234,0.20085,0.01084,0.00774,0.98601,0.98208,0.9907,0.98268,0.17253,0.10946,0.01322,0.00486,0.000742625,0.000742625,0.000742625
